throughput_mbps,packet_loss_pct,utilization_pct,snr_db,rsrp_dbm
0.0061,5.905,0.0,23.0,-110.0108
36.1308,1.2659,60.7641,18.53,-104.0
35.6373,5.551,61.5094,22.14,-115.0
36.0506,0.223,58.7641,20.355,-117.0
35.6149,0.001,60.5094,20.48,-117.0
35.1413,0.0,58.0188,20.025,-118.0
35.9615,0.0,60.7641,21.65,-117.0
36.1249,0.0,61.2547,19.98,-117.0
35.9043,0.0,60.7641,21.385,-117.0
35.303,0.0,59.7641,20.14,-117.0
8.5199,28.342,16.0,17.91,-117.0
35.9462,1.3352,60.5094,19.005,-117.0
35.3326,0.0187,61.5094,20.17,-117.0
36.3049,0.0,60.7641,18.67,-117.0
35.3971,0.0,59.7641,20.23,-117.0
35.1402,0.0,57.7641,20.335,-117.0
25.8622,0.0,50.1326,22.085,-117.0
35.3674,0.0307,59.5094,20.98,-117.0
35.7138,0.0,60.7641,20.81,-117.0
35.8143,0.0,60.7641,19.065,-117.0
36.1288,0.0,60.5094,19.575,-117.0
35.5904,0.0,60.7641,21.175,-117.0
35.6322,0.0,61.0188,20.385,-117.0
35.8251,0.0,61.2547,20.385,-117.0
34.9551,0.0,57.7641,19.945,-117.0
35.3714,0.0,60.7641,18.75,-117.0
35.7082,0.0,59.7641,19.44,-117.0
35.2563,0.0,59.7641,21.43,-117.0
36.2837,0.0444,60.5094,19.225,-117.0
36.2111,0.0,61.5094,19.385,-117.0
35.9969,0.0,61.5094,18.6,-117.0
36.4724,0.0,61.7641,20.105,-117.0
35.9454,0.0,60.7641,19.045,-117.0
35.8191,0.0,61.5094,19.645,-117.0
36.1218,0.002,60.5094,21.21,-117.0
8.3752,98.3828,16.0,22.155,-117.0
8.5391,99.7429,16.0,19.65,-117.0
8.804,99.3931,17.0,19.915,-117.0
8.1887,100.0,15.0,20.915,-117.0
1.1352,100.0,3.3774,19.58,-117.0
8.3684,99.9744,14.0,19.08,-117.0
8.6773,99.9685,17.0,20.005,-117.0
21.1131,16.0433,47.7635,21.24,-117.0
35.6815,0.0824,62.5094,20.61,-117.0
36.2392,0.0,61.7641,20.725,-117.0
36.1932,0.0,64.5094,21.43,-117.0
36.0738,0.0,59.7641,20.705,-117.0
35.776,0.0,62.5094,20.4,-117.0
35.0154,0.0,59.0188,19.825,-117.0
9.2843,24.079,16.0,19.935,-119.0
8.1718,99.8764,14.0,22.65,-117.0
14.5113,3.4101,31.9537,19.59,-121.0
35.2212,0.0172,59.5094,20.115,-117.0
35.7526,0.0,60.7641,20.795,-117.0
7.7677,98.3414,15.0,20.29,-117.0
8.4886,100.0,16.0,18.805,-117.0
7.549,99.7725,14.0,22.33,-117.0
7.8615,99.7876,16.0,20.56,-117.0
35.7533,1.3275,60.7641,20.235,-117.0
34.9195,0.0067,58.0188,20.135,-117.0
35.2849,0.1792,59.5094,21.445,-117.77
35.7048,0.001,59.6792,20.3,-117.0
35.5598,0.0,60.5094,21.04,-117.0
8.9123,96.9159,17.0,20.525,-117.0
8.0936,100.0,16.0,19.735,-117.0
7.9708,100.0,13.0,22.04,-117.0
7.9536,99.9933,17.0,20.71,-117.0
8.9006,100.0,16.0,20.63,-117.0
8.2511,99.8841,15.0,21.86,-117.0
35.7636,2.8881,61.7641,20.255,-117.0
36.0936,0.0151,62.5094,20.25,-117.0
36.2885,0.0,60.7641,20.425,-117.0
36.2163,0.0,61.7641,21.41,-117.0
35.612,0.108,59.7641,20.175,-117.0
35.6984,0.001,60.7641,21.075,-117.0
36.2637,0.0,61.5094,20.55,-117.0
36.457,0.0,60.7641,20.855,-117.0
35.6414,0.0062,59.5094,20.525,-117.0
36.0222,0.5122,59.7641,21.5,-117.0
35.9204,0.003,61.2547,20.295,-117.0
35.8788,0.0,60.5094,20.17,-117.0
